youlgannah rockhole,-31.96667,126.26667,
mount youle,-30.68333,121.65,
youl creek,-19.45,138.46667,
yuinmery,-28.5626,119.01507,
youering rock,-31.54141,117.3803,
youdra well,-26.48333,116.3,
youan well,-27.33333,115.86667,
youanmi well,-28.61667,119.05,
youanmi downs,-28.55,118.81667,
youanmi,-28.61093,118.8281,
youangarra,-28.77323,118.81828,
yoting well,-31.9007,117.599,
yoting,-31.96017,117.59142,
yornup,-34.05,116.16667,
yornaning,-32.73333,117.15,
yorlok,-32.9,117.13333,
york sound,-14.83333,125.08333,
yorkrakine rocks,-31.21667,118.75,
yorkrakine,-31.36791,117.58584,
yorke valley reservoir,-34.43333,137.66667,
yorketown,-35.01845,137.60486,
yorke peninsula,-34.35,137.61667,
point yorke,-35.22753,137.1883,
mount york,-15.5,125.48333,
york,-31.88809,116.7678,
yoothapina,-26.52064,118.5053,
yooralling well,-31.77293,117.2737,
yoongarillup,-33.71519,115.4268,
yoondoo well,-24.64012,113.8444,
yoolperlunna hill,-27,133.86667,
yoolperlunna creek,-26.94636,133.85623,
mount yooadda darlinu,-27.5,114.35,
yongala cowie,-34.91667,137.55,
yongala,-33.03333,138.75,
yonderup lake,-31.55739,115.6868,
yokradine,-29.95,119.36667,
yokain siding,-33.33333,116.06667,
yoganup,-33.65,115.55,
yockrikine range,-33.1282,117.5602,
ylbalgul,-20.08333,119.68333,
yirrkala,-12.25492,136.88995,
yinnetharra,-24.65163,116.16509,
yinnewepping pool,-26.11667,116.28333,
yingarrie bluff,-27.73333,119.38333,
yingarding soak,-30.03333,117.83333,
yindi rock,-30.58313,122.4917,
mount yindarlgooda,-30.7844,121.86757,
lake yindarlgooda,-30.61619,122.0948,
yindabiddy pool,-23.9,118.71667,
yinberrie hill,-14.1,132.0667,
yinadong well,-19.81697,120.5197,
yilmia,-31.23333,121.46667,
yillinnienar pool,-20.53333,118.03333,
yilliminning rock,-32.94405,117.3732,
yilliminning river,-33,117.41667,
yilliminning,-32.89944,117.3744,
yilliga well,-23.6,115.26667,
yilga well,-26.53333,116.13333,
yilgatherra well,-22.84036,115.7719,
yilgalong pool,-21.01667,120.9,
yilgalong creek,-21.03333,120.91667,
yilbung bore,-21.01667,138.25,
yilbrinna pool,-23.98333,118.51667,
yilbee well,-23.51667,116.2,
yijulka creek,-28.13333,135.43333,
yijinna pool,-23.53333,115.91667,
yidie larong well,-19.78333,122.15,
yidby hill,-29.32469,117.22808,
ygnaterring spring,-31.37376,117.3073,
yew creek,-11.9,131,
yeuralba creek,-14.2,132.73333,
yetna,-28.61015,114.6989,
yeticup lake,-34.25,116.36667,
yerritup creek,-33.76667,121.16667,
yerringerri rockhole,-20.7,134.75,
yerrilyer well,-27.40791,115.2795,
yerrida spring,-25.85424,119.755,
yerramudder hill,-29.08613,119.06844,
yerraminnup river,-34.25,116.45,
yerrakajerinna pool,-23.46667,115.93333,
yerra bluff,-21.75,116.16667,
yerniakka rockhole,-19.61722,124.2558,
yeriminup hill,-34.2274,117.0049,
yerilla,-29.4735,121.82533,
yerilgee rockhole,-30.06667,119.98333,
yerila creek,-29.63333,139.98333,
yerila,-29.78333,139.68333,
yeriecoola swamp,-26.6,139.95,
yericoin,-30.92252,116.39104,
yerelina creek,-29.75,138.75,
yerelina,-30.09231,139.1423,
yerda well,-31.07233,134.9825,
yerdani well,-31.18333,120.61667,
yerbillon,-31.38333,118.75,
yerawonyah rockhole,-22.43333,121.48333,
yerapin spring,-31.81667,117.93333,
yerangatup,-33.81667,122.38333,
yeo hills,-28.1,124.41667,
yeo hill,-26.18333,126.56667,
yeoh hills,-29.23192,117.27447,
yeo lake,-27.97638,124.34773,
lake yenyening,-32.07154,117.3998,
yenyannig,-30.25,119.3,
yenteyerrup swamp,-34.4,119.01667,
yenna pool,-21.66667,117.53333,
yeneena creek,-22.41667,121.68333,
yendinnup swamp,-34.33333,118.98333,
yendicup swamp,-34.16667,116.58333,
yendang hill,-29.31667,120.3,
yenamber well,-27.40316,117.2764,
yelverton,-33.75048,115.1196,
yelvertoft,-20.21667,138.86667,
yeltukka,-34.16667,135.63333,
yeltanna hill,-32.85,136.45,
yeltanna bore,-32.86667,136.43333,
yeltacowie,-31.33999,137.36155,
yelta,-34.06667,137.6,
yelpawaralinna hill,-27.10471,138.70345,
yelma soak,-26.46667,121.6,
yellow waterhole creek,-17.6,138.41667,
yellow waterhole,-21.08333,139.05,
yellow waterhole,-18.23333,133.88333,
yellow waterhole,-16.7966,132.22217,
yellow waterhole,-16.4,132.7,
yellow waterhole,-14.53333,134.76667,
yellowtail rockhole,-30.51667,125.63333,
yellow hole bore,-20.4,137.98333,
yellow hill,-23.10816,113.8144,
yellowdine,-31.29275,119.65321,
yellooginna hill,-27.13333,131.6,
yellilup swamp,-34.33333,119.03333,
yelleen yard pool,-17.71667,123.65,
yelleen crossing,-17.7011,123.6416,
yellari soak,-30.31667,117.83333,
yellanup lake,-34.71667,117.93333,
yellagoodine,-18.46667,123.93333,
yelery well,-27.65,116.81667,
yeleada hill,-32.24165,138.92481,
yeldulknie reservoir,-33.69071,136.54669,
yeldulknie creek,-33.75,136.53333,
yelbeni,-31.17032,117.66072,
yegin well,-20.05,119.16667,
yegin pool,-20.06667,119.18333,
yeerim soak,-18.61667,129.53333,
yeerakine rock,-32.5652,118.31146,
yeeradgi rockhole,-20.23333,134.43333,
yeelirrie,-27.28168,120.09141,
yeelingee pool,-22.93333,115.96667,
yeelarranna pool,-21.78333,117.76667,
yeelanna,-34.14079,135.72939,
yeelah hill,-30.19756,119.14654,
yeeding hill,-30.25525,119.21797,
yeedie hill,-29.00271,119.63453,
yeeda river,-17.51667,123.63333,
yeeda,-17.61527,123.6468,
yednalue,-32.06667,138.63333,
yedlakoo creek,-29.76667,137.43333,
yearlit dam,-23.97952,114.58469,
yeardup brook,-34.26667,116.23333,
yearawa pool,-21.5,116.81667,
yeanilling rock,-32.5771,117.2107,
lake yealering,-32.60071,117.6273,
yealering,-32.5921,117.6273,
yeagerup,-34.53333,116.05,
yeadedegurra soak,-23.41667,114.35,
yayoudle,-31.81667,126.05,
yawerlin creek,-31.93333,118.31667,
yattalanga,-34.68333,138.76667,
yatina,-32.93333,138.66667,
yatheroo well,-25.96667,116.91667,
yathalaw pond,-21.83333,116.38333,
the yates,-33.48333,121.81667,
mount yates,-33.9852,115.2682,
mount yates,-16.36667,128.13333,
yatala shoal,-35.75,138.16667,
yatala reef,-32.62129,132.60353,
yatala channel,-32.22314,133.54817,
yarunga creek,-12.13333,134.83333,
yartoo reservoir,-32.43333,135.43333,
yartoo out station,-32.33333,135.35,
yarterberrie rockholes,-32.7,135.65,
yarrum,-17.81667,139.55,
yarrowie creek,-33.1,138.35,
yarrie well,-21.98333,138.98333,
yarrie,-20.67447,120.2061,
yarri battery,-29.78299,122.35887,
yarrenbullia waterhole,-24.64567,113.8858,
yarra yarra lakes,-29.67136,115.79197,
yarra yarra creek,-25.95535,115.98178,
yarrawurta cliff,-30.16667,137.2,
yarrawolya pool,-26.81667,115.53333,
yarrawinga waterhole,-21.06667,139.45,
yarra well,-26.10789,116.1892,
yarrara well,-31.1,123.81667,
yarraquin well,-27.55,118.18333,
yarraquin,-27.41667,117.98333,
yarranna hill,-31.88812,134.63859,
yarrandine,-28.26667,128.36667,
yarramony siding,-31.5,116.71667,
yarrameedie cairn,-26.10763,117.19694,
yarraman creek,-21.18333,139.68333,
yarraloola,-21.5698,115.8789,
yarrakin well,-31.83333,117.4,
yarragil brook,-32.81667,116.11667,
yarrada hill,-17.27777,123.9402,
yarrabubba well,-26.34009,118.072,
yarrabubba,-27.13314,118.77954,
yarrabolina hill,-29.57854,135.96574,
yarrabiddie well,-25,114.56667,
lake yarowinie,-27.62839,139.70085,
yaroona hill,-27.45866,130.17075,
yaroona,-35.13333,138.66667,
yarnup swamp,-34.38333,116.86667,
yarna water,-32.01667,135.18333,
yarna hill,-32.03333,135.16667,
yarlot well,-29.05,118.2,
yarlot well,-28.60484,117.5609,
yarloop,-32.95372,115.89693,
yarloo creek,-27.86667,120.01667,
yarlingulla well,-27.55,118.11667,
yarling brook,-32.66667,117.53333,
yarley,-32.25,137.81667,
yarle lakes,-30.24862,131.48584,
yarlbrinda well,-31.93558,134.73197,
yarlbrinda hill,-31.94629,134.73001,
yarlarweelor creek,-25.23333,118.08333,
yarlarweelor,-25.57703,117.9931,
yaringie hill,-32.06667,135.66667,
yaringa south,-26.2,114.26667,
yaringa north,-25.94051,114.31967,
yaringa creek,-21.03333,138.45,
yaringa bore,-20.93333,138.51667,
yarinda hill,-32.19796,135.80801,
yarinda,-35.83333,139.55,
yarima tank,-32.43333,134.75,
yard yarding spring,-31.94625,118.0184,
yardoo rock,-27.46667,117.13333,
yardogarra well,-18.33333,122.06667,
yardlowie hill,-32.39114,139.74341,
yarding,-31.91667,117.98333,
yardina soak,-31.68333,122.2,
yardina rock,-31.68333,122.21667,
yardilla tank,-31.95,122.9,
yardie creek,-22.32284,113.81064,
yardie creek,-21.88333,114,
yardiacco hill,-28.75163,118.31385,
yarder gully,-28.19152,114.40237,
yardea well,-32.40748,135.98396,
mount yardea,-32.37122,135.51643,
yardea,-32.38333,135.53333,
yard creek,-18.91667,139.7,
yardarino station,-29.2,115.03333,
yara spring,-16.85,124.4,
yaralla,-35.41667,138.63333,
yaralin,-34.13333,139.93333,
mount yaragner,-24.49603,115.90134,
yarragadee,-29.07625,115.4089,
yappo creek,-21.23333,139.11667,
yappala hill,-31.88333,138.31667,
yapoona creek,-32.55,138.18333,
yanyarrie creek,-32.33333,138.48333,
yanyare well,-20.85,116.51667,
yanyare river,-20.83333,116.5,
yantiranna pool,-23.28333,116.01667,
yanthangarra pool,-28.3,117.15,
yantea well,-31.82832,135.50649,
yantanabie,-32.48327,134.63626,
yanrey,-22.50759,114.7955,
yanoning rock,-30.59151,118.5089,
yann pool,-20.21667,119.16667,
yanneymooning hill,-30.70873,118.55868,
yanneri pool,-24.43333,119.7,
yannarie river,-22.46667,114.8,
yannapaira waterhole,-14.27835,134.66871,
yanmah,-34.18333,116.01667,
yankie tank,-24.1,113.95,
yankee spring,-15.77052,127.5679,
yankaninna,-30.36773,139.05915,
river yankalilla,-35.48333,138.28333,
yankalilla,-35.45705,138.34982,
lake yaninee,-32.98642,135.24075,
yaninee,-32.94617,135.27365,
yangya,-33.23333,138.41667,
yangoonabie bore,-31.4726,130.07485,
yanget pool,-24.85,113.65,
yanget pool,-24.78333,114.26667,
yanget hills,-28.66653,114.9067,
yangedine brook,-31.96667,116.81667,
yanganooka well,-27.98333,114.2,
yanganooka hill,-28.28653,114.6175,
yangan hill,-30.45413,122.46386,
mount yangalee,-26.74494,135.61325,
lake yandiya,-28.55827,138.72807,
yandinga well,-32.58333,135.33333,
yandina hill,-30.31667,139.03333,
yandil soak,-26.46667,119.81667,
yandilgunna spring,-24.91667,118.61667,
yandilgunna pool,-24.91667,118.61667,
yandil,-26.36035,119.8245,
yandie well,-27.05734,116.4047,
yandie well,-23.49315,115.4403,
yandicoogina creek,-22.78093,119.25462,
yandicoogina creek,-21.06667,119.96667,
yandicoogina,-22.74056,119.25453,
yandiah,-32.96667,138.33333,
yandi,-27.75847,114.8003,
yandhanoo hill,-29.55,117.21667,
yandhalia rockhole,-26.16667,115.95,
yandeyarra,-21.23333,118.41667,
yandeyarra,-21.28505,118.4038,
yandedong well,-20.26667,119.28333,
yandayarra well,-27.75565,118.505,
yandanunyah rockhole,-22.4,121.41667,
yandanooka,-29.31205,115.56861,
yandin hill,-30.76583,115.60519,
yandallah creek,-31.08333,123.81667,
yandal lagoon,-27.68333,121.15,
yandal,-27.56305,121.14599,
yandaja waterhole,-21.71667,116.05,
yandagooge creek,-22.15,122.13333,
yancy lake,-30.81667,115.73333,
yanchep beach,-31.55333,115.6256,
yanchep,-31.54678,115.63171,
yanawinda brook,-31.03333,116.2,
yampoopie well,-18.83333,139.96667,
yampi sound,-16.12915,123.6557,
yampi canal,-16.15,123.73333,
yammara creek,-29.38333,117.71667,
yam hill,-22.03333,130.41667,
yam hill,-20.8,128.58333,
yamerina well,-20.48333,118.13333,
yam creek,-13.43333,131.55,
yamboongunna pool,-24.93333,118.7,
yambetharra pool,-23.56667,114.01667,
yambarren range,-15.21667,130.4,
yamballup creek,-34.65,117.58333,
yamamilla creek,-20.36667,139.96667,
yalwarra lagoon,-14.73333,134.7,
yalura well,-25.45,135.38333,
yalura,-26.85,119.28333,
yalungadunna,-26.23333,127.88333,
yalthoo spring,-27.62792,114.22,
yalteebarrabarra,-28.95,135.38333,
yaltaordla hill,-31.66667,138.6,
yalpara,-32.53333,138.93333,
yalong well,-27.66667,116.88333,
yaloginda station,-26.66667,118.43333,
yaloginda,-26.71667,118.51667,
yalodinya,-32.83333,123.41667,
yalobia well,-24.26567,114.0386,
yalobia well,-23.20872,113.775,
yalobra hill,-23.20139,113.78056,
yalobia,-24.26667,114.05,
yallurnie waterhole,-30.83333,121.93333,
yallunda flat,-34.34748,135.87867,
yallum hill,-25.36667,122.43333,
yallowboyango,-28.83333,117.88333,
yallote,-27.45,118.96667,
yallobup swamp,-33.81667,120.45,
yallmunging,-31.33333,116.85,
yallingup,-33.7,115.1,
yallingup,-33.64592,115.03514,
yalleen,-21.83333,116.38333,
yalleen,-21.65,116.66667,
yallawun pool,-28.28238,119.29214,
yallawun creek,-28.3,119.3,
yallawery well,-24.28333,116.95,
yallarrie well,-24.21667,115.63333,
yalla rockhole,-31.41667,131.63333,
yallari well,-31.12398,121.4039,
yallantharrow well,-27.98333,118.1,
yallamungie pool,-18.06527,124.343,
yallalong,-27.42735,115.5156,
yallahbiddy well,-27.4512,119.3325,
yallaburra soak,-31.38333,121.98333,
yalkuri,-39.6,139.11667,
yalkra well,-24.58333,114.15,
yalkalya dam,-23.60283,114.55328,
yalgowra,-27,117.95,
yalgoo spring,-22.96667,115.25,
yalgoo,-28.34356,116.68253,
yalgarra well,-27.29762,115.6584,
yalgarra spring,-27.55,115.48333,
yalgar pool,-26.11667,117.95,
yalganimirra rockhole,-31.68333,127.71667,
yalgamine well,-27.5493,115.3831,
yalgamine creek,-27.51324,115.25194,
yalca hill,-31.40113,121.92186,
yalco creek,-16.21667,135.9,
yalbra hill,-25.68913,116.22866,
yalbra,-25.6,116.2,
yalbarrin,-31.94582,118.12581,
yalbalgo,-25.18734,114.6794,
yalanda reservoir,-33.27808,136.70765,
yalanda hill,-33.28638,136.69385,
yaladthulgo springs,-25.11667,119.16667,
yalading pool,-20.71667,120.63333,
yalabidie well,-24.6,113.5,
yakoorga rockhole,-31.8,128.35,
yakabindie,-27.63333,120.55,
yagar rockhole,-28.51667,118.66667,
yaganoo,-26.58333,119.11667,
yagahong,-26.88333,118.65,
yadnarie creek,-33.78333,136.4,
yadlamalka,-32.03333,137.88333,
yadina rockhole,-29.96667,131.4,
yadgymurrin creek,-25.36667,119.95,
yadgena hill,-30.67821,116.1698,
yadgena brook,-30.66667,115.98333,
yaddemooga hills,-26.36667,117.21667,
yadadinia rockhole,-32.45,123.58333,
yadacootea well,-27.7,118.38333,
yacko hill,-32.12732,138.729,
yacke yackine dam,-30.31428,119.0148,
yackelup creek,-34.18333,116.51667,
yackara creek,-32.31667,138.46667,
yackan yarra well,-28.25233,118.3289,
yackamunda waterhole,-16.98333,138.7,
yackamoorundie creek,-33.4,138.18333,
yacka,-33.56667,138.43333,
yabooma island,-12.037,134.9482,
yabmana reservoir,-33.65,136.68333,
yabmana creek,-33.8,136.8,
yabmana,-33.66667,136.7,
yabilyah spring,-24.6,114.93333,
yabboo well,-26.68333,116.85,
yabboo hill,-29.81248,122.56846,
yabberup,-33.53333,116,
yabba well,-24.66667,114.93333,
yabbagoody claypan,-17.33333,123.71667,
yaaringiree,-35.48333,138.98333,
yaalup lagoon,-33.75,118.58333,
xmas well,-26.28333,135.23333,
xmas creek,-18.85,136.71667,
xantippe,-30.03333,117.03333,
wyworrie,-29.67458,116.2892,
wyranie,-32.38333,139.4,
wyralinu hill,-32.04805,122.80043,
wyooda thangoo,-27.41667,119.43333,
wyonning creek,-32.73333,117.18333,
wyonga river,-13.04245,136.334,
wyola lake,-29.13066,130.33456,
wyola,-31.63333,117.36667,
wyockman creek,-17.20685,129.28195,
wynyangoo,-27.94023,118.18696,
mount wynne,-18.09888,124.4605,
wyngraming waterhole,-17.9,129.61667,
wyndidda spring,-26.5,122.85,
wyndidda creek,-26.45,122.96667,
wyndham bore,-19.4989,121.3869,
wyndham river,-25.08333,115.46667,
wyndham range,-16.66667,123.9,
wyndham,-15.4869,128.12428,
wynbring station,-30.55,133.53333,
wynbring rocks,-30.54983,133.53804,
wynbarra waterhole,-15.3935,131.3139,
wynarka,-35.13333,139.73333,
lake wynalkana,-27.3962,139.7774,
wymans well,-21.3,119.83333,
wyloo well,-21.92536,114.9864,
wylookarri rockhole,-23.5992,129.73134,
wyloo,-22.69063,116.233,
wyllie well,-20.06667,119.41667,
wylies well,-26.33333,134.43333,
wyjarrahbee well,-19.78333,122.06667,
wyening,-31.18868,116.48571,
wyemandoo,-28.52019,118.53285,
wyella waterhole,-16.60853,133.40596,
wye hill,-14.9,132.26667,
wydgee,-28.84912,117.82848,
wycliffe well roadhouse,-20.79505,134.22782,
wycliffe creek,-20.76742,134.18817,
wybron island,-16.46667,123.33333,
wyatts hill,-26.73333,137.98333,
wyambana outstation,-31.19411,139.44014,
wyalta waterhole,-28.65687,138.41168,
wyalla bay,-11.63333,133.36667,
wyalkatchem,-31.18063,117.3836,
wyaga bore,-21.86667,138.9,
wyacca hill,-31.78454,138.74878,
w. w. waterhole,-15.68333,133.25,
wurugoij creek,-11.90151,133.8741,
wurtheroo creek,-28.48264,138.77039,
wurruling waterhole,-17.7,129.31667,
wurrildee,-35.53333,138.63333,
wurrengoodyea hills,-32.15703,126.43292,
wurrah,-27.36667,117.35,
wurndoang,-35.46667,138.88333,
wurley rumbo,-28.88333,139.11667,
wurley point,-29.03333,136.55,
wurley lagoon,-29.38957,134.39394,
wurilba,-33.38333,138.11667,
wurembong waterhole,-16.04648,132.3669,
wurarga,-28.41667,116.28333,
wuraming,-32.8,116.28333,
wunungun point,-16.73333,139.31667,
wuntuntoopininna waterhole,-27.94214,136.29669,
wuntanoorinna waterhole,-27.88333,136.61667,
wundowie,-31.76163,116.3799,
wundirgi waterhole,-19.06667,134.53333,
wundin pool,-20.6,119.88333,
mount wudinna,-32.98777,135.54964,
wudinna east,-33.01667,135.61667,
wudinna,-33.05013,135.46381,
wubin,-30.1065,116.6332,
wrights reef well,-28.06667,119.23333,
wrights hut dam,-32.43333,139.43333,
wright island,-35.58107,138.60867,
wright hill,-33.03192,139.55828,
wright hill,-27.60415,131.04504,
lake wright,-27.59396,129.62212,
wreck point,-31.50279,115.58527,
wreck point,-28.98428,113.96208,
wreck island,-29,113.95,
wow wow tanks,-32.56667,135.23333,
wowra brook,-31.33333,115.93333,
wownaminya,-28.45,116.83333,
wowaljarrow pool,-19.26667,127.93333,
wothella rockhole,-31.95,126.45,
wotens bore,-19.74891,121.1321,
worthington well,-26,118.31667,
worth bore,-24.33454,115.9989,
mount worsnop,-26.15669,124.7611,
worsley,-33.30694,116.0067,
worroo well,-19.68333,120.85,
worrolocking tank,-31.18333,117.88333,
worrills pass,-24.3,131.1,
worrenopping well,-31.96682,117.619,
worrangerup swamp,-34.36667,117.33333,
wornanya rock,-32.28563,123.8545,
worlds end creek,-33.83266,139.0567,
worland hill,-32.35569,118.8856,
workanda creek,-35.01667,138.63333,
worindate creek,-16.86667,129.73333,
wordarbie well,-26.34454,117.7767,
woralanna wells,-26.4,132.83333,
wootana,-33,135.03333,
woorunyan woorie waterhole,-14.43333,135.4,
woorrdt pool,-23.4,114.53333,
wooroo pool,-21.66667,115.93333,
wooroona downs,-20.5,138.03333,
wooroona creek,-20.28333,138.03333,
wooroona bore,-20.33333,138.1,
wooroo creek,-21.63333,115.96667,
woorong creek,-29.43333,134.13333,
lake woorong,-29.40182,134.13853,
wooroloo brook,-31.75,116.08333,
wooroloo,-31.8038,116.31311,
woorogwing pool,-27.6,116.18333,
wooroberdinner well,-25.4,120.05,
woorkakanin rock,-32.48542,118.3062,
woorkabing hill,-32.64821,117.4357,
woora woora hills,-22.67364,121.4761,
woorana waterhole,-27.64937,136.68493,
wooramel river,-25.85624,114.27894,
wooramel,-25.7404,114.2844,
woorabbing spring,-31.5782,117.3323,
woonwoorring well,-31.55,117.21667,
woonthaling well,-23.81816,114.6444,
woonooma tank,-32.06667,133.2,
woonjedie hill,-28.19997,116.89153,
woonigan,-21.19219,139.70302,
woongoon pool,-26.57797,116.69669,
woongarra,-35.38333,138.91667,
woongaring hills,-30.46667,118.95,
woondlin rock,-32.56126,118.0576,
woondingellup pool,-33.78333,118.71667,
woonderang well,-26.28333,113.95,
woondadying hill,-29.71882,115.88099,
woonanup swamp,-34.73333,117.31667,
woonana pool,-27.55,114.28333,
woonana gully,-27.55,114.28333,
woonalyaria waterhole,-16.68333,134.65,
woomera,-31.19981,136.83258,
woomatanna soak,-26.08333,132.45,
woolyeenyer,-32.26667,121.78333,
woolybutt creek,-16.82692,125.6968,
woolunga creek,-11.26667,130.38333,
woolundunga creek,-32.55,137.9,
woolundra,-31.61667,117.8,
mount wooltarlinna,-27.03721,129.86711,
wooltana creek,-30.48333,139.55,
wooltana,-30.41667,139.41667,
woolshed waterhole,-27.89483,136.23988,
woolshed flat,-32.45,137.96667,
woolshed creek,-34.53333,135.43333,
woolshed,-32.43333,137.48333,
woolpoo hill,-27.90713,138.41046,
lake wooloomber,-22.08333,124,
wooloo hill,-28.42113,138.98183,
woolnong spring,-17.0836,123.2738,
woolnomulla bluff,-30.1447,136.22758,
woolmit,-37.03333,139.95,
woollamullah spring,-27.69792,114.1736,
woolla downs,-22.20076,133.8633,
woolkabin gully,-33.38333,117.61667,
wooliancubbing spring,-31.40819,118.1795,
woolgunjin point,-16.68333,139.36667,
woolgorong well,-27.78389,115.7564,
woolgorong,-27.74556,115.8272,
woolgerong well,-27.39396,117.38827,
woolgerong,-27.43333,117.38333,
woolgerong,-29.63333,117.41667,
woolgatharra pool,-24.3,117.53333,
woolgangie,-31.165,120.55562,
woolgangi,-33.49869,139.52107,
woolgah hill,-28.23224,116.73143,
woolering well,-31.52375,117.7251,
woolen river,-12.29733,135.21724,
wooleen,-27.08595,116.16,
the wooldridge,-27.16667,135.31667,
woolcutting soak,-32.18333,119.08333,
woolbunna pool,-24.43333,119.88333,
woolbunglin well,-31.79625,117.8834,
woolbertharra,-26.86667,117.2,
woolbernup hill,-34.02598,119.6823,
woolbenalling hill,-31.60737,117.5067,
wool bay,-35,137.75,
woolbannah hill,-13.6,130.33333,
woolbale hills,-34.96686,116.5779,
woolawandawoolana well,-21.13451,116.0363,
woola tank,-32.01667,132.28333,
woolaring well,-31.95904,117.3312,
woolargarloo spring,-27.35,116.23333,
woolanooka hill,-28.87598,114.8523,
woolamba,-33.26667,139.5,
woolabudda out camp,-18.25,124.08333,
wookia rockhole,-27.56667,114.76667,
wooka wooka,-30.73333,115.3,
wookata,-31.9389,132.27327,
woojalong pool,-27.78333,116.45,
woojalong hills,-27.76234,116.4878,
woogorong well,-26.61667,115.91667,
woogorong marsh,-26.6274,115.9206,
wooggooddy wurroong well,-27.31667,114.33333,
woogenellup,-34.51667,117.83333,
wooganup,-33.76667,119.58333,
woogalong,-27.80873,116.5742,
woody lake,-33.81667,121.91667,
woody island,-33.96095,122.0129,
woody island,-13.81161,136.08711,
wood waterhole,-27.91667,136.23333,
mount woodward,-30.83262,119.0131,
mount woodward,-26.0562,131.09801,
woodville,-34.88333,138.55,
woods well,-35.99143,139.54449,
woodstock,-35.35,139.05,
woodstock,-21.61894,118.9561,
woods promontory,-14.81667,131.66667,
woods lake,-17.75,139.48334,
woods inlet,-12.48333,130.25,
woodside,-34.95433,138.87901,
woods hills,-19.68751,121.8133,
woods flat,-34.21667,139.61667,
woods dam,-30.7,135.7,
mount woods,-13.05927,131.20804,
mount woods,-29.33147,135.36224,
mount woods,-23.15,137.65,
lake woods,-17.8333,133.51669,
woods,-34.25,138.51667,
woodroffe river,-21.46667,137.96667,
mount woodroffe,-26.3189,131.74525,
wood river,-16.61496,127.1018,
mount wooldridge,-23.13492,137.50868,
woodrarrung well,-27.19124,115.485,
woodrarrung range,-27.15561,115.61926,
wood point,-33.39414,137.87013,
wood point,-35.21667,139.4,
woodoo waterhole,-16.5333,134.55,
woodmurra creek,-27.61667,136.4,
woodman point,-32.15,115.76667,
woodlupine brook,-32.01667,115.95,
woodleys well,-28.18333,118.53333,
woodley soak,-27.9,118.63333,
woodley bluff,-27.55,119.56667,
woodleigh,-26.05068,114.7531,
woodlands,-35.35,138.78333,
woodlands,-35.48333,138.66667,
woodlands,-35.11667,138.76667,
woodlands,-24.8098,118.1103,
wood islands,-16.38832,123.3268,
wood islands,-16.13333,124.05,
